Date,EURCHF,LogRet,IsJump
8/18/2014,1.2111,0.001735466,0
8/19/2014,1.2109,-0.000165153,0
8/20/2014,1.2108,-8.26E-05,0
8/21/2014,1.2104,-0.000330415,0
8/22/2014,1.21,-0.000330524,0
8/25/2014,1.2075,-0.002068253,0
8/26/2014,1.2079,0.000331208,0
8/27/2014,1.2066,-0.001076828,0
8/28/2014,1.2059,-0.000580311,0
8/29/2014,1.2058,-8.29E-05,0
9/2/2014,1.2066,0.00066324,0
9/3/2014,1.2067,8.29E-05,0
9/4/2014,1.206,-0.000580263,0
9/5/2014,1.2059,-8.29E-05,0
9/8/2014,1.2059,0,0
9/9/2014,1.2066,0.000580311,0
9/10/2014,1.2095,0.002400564,0
9/11/2014,1.2092,-0.000248067,0
9/12/2014,1.2093,8.27E-05,0
9/15/2014,1.2099,0.000496032,0
9/16/2014,1.2087,-0.00099231,0
9/17/2014,1.2106,0.001570703,0
9/18/2014,1.2064,-0.003475386,0
9/19/2014,1.2073,0.000745743,0
9/22/2014,1.2075,0.000165645,0
9/23/2014,1.2074,-8.28E-05,0
9/24/2014,1.208,0.000496812,0
9/25/2014,1.2068,-0.000993871,0
9/26/2014,1.2065,-0.000248622,0
9/29/2014,1.2065,0,0
9/30/2014,1.2061,-0.000331592,0
10/1/2014,1.2061,0,0
10/2/2014,1.2084,0.001905157,0
10/3/2014,1.2103,0.001571092,0
10/6/2014,1.2126,0.001898552,0
10/7/2014,1.2121,-0.000412422,0
10/8/2014,1.212,-8.25E-05,0
10/9/2014,1.2111,-0.00074285,0
10/10/2014,1.2081,-0.00248016,0
10/13/2014,1.2085,0.000331044,0
10/14/2014,1.2071,-0.001159132,0
10/15/2014,1.2066,-0.000414302,0
10/16/2014,1.2067,8.29E-05,0
10/17/2014,1.2073,0.0004971,0
10/20/2014,1.2061,-0.000994448,0
10/21/2014,1.2068,0.000580215,0
10/22/2014,1.206,-0.00066313,0
10/23/2014,1.2064,0.00033162,0
10/24/2014,1.2062,-0.000165796,0
10/27/2014,1.2053,-0.000746423,0
10/28/2014,1.2057,0.000331813,0
10/29/2014,1.2062,0.000414611,0
10/30/2014,1.2055,-0.000580503,0
10/31/2014,1.2053,-0.00016592,0
11/3/2014,1.2054,8.30E-05,0
11/4/2014,1.2042,-0.000996016,0
11/5/2014,1.2033,-0.000747664,0
11/6/2014,1.204,0.000581564,0
11/7/2014,1.2026,-0.001163467,0
11/10/2014,1.2022,-0.000332668,0
11/11/2014,1.2032,0.000831463,0
11/12/2014,1.2019,-0.001081036,0
11/13/2014,1.2017,-0.000166417,0
11/14/2014,1.2008,-0.00074922,0
11/17/2014,1.2011,0.000249802,0
11/18/2014,1.2008,-0.000249802,0
11/19/2014,1.2013,0.000416302,0
11/20/2014,1.2014,8.32E-05,0
11/21/2014,1.2011,-0.00024974,0
11/24/2014,1.2021,0.000832224,0
11/25/2014,1.2023,0.000166362,0
11/26/2014,1.2018,-0.000415956,0
11/28/2014,1.2019,8.32E-05,0
12/1/2014,1.2028,0.000748534,0
12/2/2014,1.2034,0.000498712,0
12/3/2014,1.203,-0.000332447,0
12/4/2014,1.2021,-0.00074841,0
12/5/2014,1.2018,-0.000249594,0
12/8/2014,1.2019,8.32E-05,0
12/9/2014,1.2014,-0.000416095,0
12/10/2014,1.2028,0.001164629,0
12/11/2014,1.2009,-0.001580896,0
12/12/2014,1.2007,-0.000166556,0
12/15/2014,1.2007,0,0
12/16/2014,1.2006,-8.33E-05,0
12/17/2014,1.2006,0,0
12/18/2014,1.2036,0.002495634,0
12/19/2014,1.2023,-0.001080677,0
12/22/2014,1.2031,0.00066517,0
12/23/2014,1.202,-0.000914723,0
12/24/2014,1.2023,0.000249553,0
12/26/2014,1.2024,8.32E-05,0
12/29/2014,1.2028,0.000332613,0
12/30/2014,1.2014,-0.001164629,0
12/31/2014,1.2027,0.001081486,0
1/2/2015,1.2013,-0.001164726,0
1/5/2015,1.2013,0,0
1/6/2015,1.2008,-0.000416302,0
1/7/2015,1.2004,-0.000333167,0
1/8/2015,1.2006,0.000166597,0
1/9/2015,1.2007,8.33E-05,0
1/12/2015,1.2007,0,0
1/13/2015,1.2005,-0.000166583,0
1/14/2015,1.2007,0.000166583,0
1/15/2015,0.9979,-0.185006928,1
1/16/2015,0.9915,-0.006434123,0
1/20/2015,1.0116,0.020069567,0
1/21/2015,0.9985,-0.013034362,0
1/22/2015,0.9897,-0.008852286,0
1/23/2015,0.9866,-0.003137178,0
1/26/2015,1.014,0.027393495,0
1/27/2015,1.0267,0.01244687,0
1/28/2015,1.0217,-0.004881869,0
1/29/2015,1.0448,0.022357573,0
1/30/2015,1.0367,-0.007782888,0
2/2/2015,1.0519,0.014555461,0
2/3/2015,1.0602,0.007859517,0
2/4/2015,1.0496,-0.01004843,0
2/5/2015,1.0568,0.006836335,0
2/6/2015,1.0467,-0.009603116,0
2/9/2015,1.0461,-0.000573395,0
2/10/2015,1.0485,0.002291608,0
2/11/2015,1.0519,0.003237481,0
2/12/2015,1.0617,0.009273344,0
2/13/2015,1.0618,9.42E-05,0
2/17/2015,1.069,0.006758051,0
2/18/2015,1.0734,0.004107549,0
2/19/2015,1.0789,0.005110823,0
2/20/2015,1.0701,-0.008189902,0
2/23/2015,1.0765,0.005962936,0
2/24/2015,1.0781,0.001485195,0
2/25/2015,1.0773,-0.000742322,0
2/26/2015,1.0664,-0.010169421,0
2/27/2015,1.0667,0.000281281,0
3/2/2015,1.0717,0.004676402,0
3/3/2015,1.0738,0.001957586,0
3/4/2015,1.0674,-0.005977974,0
3/5/2015,1.0741,0.006257317,0
3/6/2015,1.069,-0.00475947,0
3/9/2015,1.0696,0.000561115,0
3/10/2015,1.069,-0.000561115,0
3/11/2015,1.0643,-0.004406326,0
3/12/2015,1.0653,0.000939144,0
3/13/2015,1.0542,-0.010474264,0
3/16/2015,1.0641,0.009347186,0
3/17/2015,1.0659,0.001690141,0
3/18/2015,1.0627,-0.003006673,0
